stage_event_id,application_id,stage_code,stage_sequence_number,stage_entry_date,stage_exit_date,exit_reason,updated_at,extracted_at
STG-00126196,APP-0059579,review,1,2025-12-26,2026-01-01,rejected,2026-01-01T08:59:12Z,2026-05-31T23:59:59Z
STG-00126197,APP-0059580,review,1,2025-12-26,2025-12-29,,2025-12-29T14:43:02Z,2026-05-31T23:59:59Z
STG-00126198,APP-0059580,screen,2,2025-12-29,2026-01-02,,2026-01-02T19:36:07Z,2026-05-31T23:59:59Z
STG-00126199,APP-0059580,assessment,3,2026-01-02,2026-01-07,rejected,2026-01-07T11:27:45Z,2026-05-31T23:59:59Z
STG-00126200,APP-0059581,review,1,2025-12-27,2025-12-29,withdrawn,2025-12-29T19:56:53Z,2026-05-31T23:59:59Z
STG-00126201,APP-0059582,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T17:57:39Z,2026-05-31T23:59:59Z
STG-00126202,APP-0059583,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T10:08:41Z,2026-05-31T23:59:59Z
STG-00126203,APP-0059584,review,1,2025-12-27,2026-01-03,,2026-01-03T13:01:51Z,2026-05-31T23:59:59Z
STG-00126204,APP-0059584,screen,2,2026-01-03,2026-01-16,,2026-01-16T18:03:08Z,2026-05-31T23:59:59Z
STG-00126205,APP-0059584,assessment,3,2026-01-16,2026-01-31,,2026-01-31T19:18:34Z,2026-05-31T23:59:59Z
STG-00126206,APP-0059584,interview,4,2026-01-31,2026-02-08,rejected,2026-02-08T09:03:44Z,2026-05-31T23:59:59Z
STG-00126207,APP-0059585,review,1,2025-12-27,2026-01-05,rejected,2026-01-05T13:13:10Z,2026-05-31T23:59:59Z
STG-00126208,APP-0059586,review,1,2025-12-27,2026-01-03,withdrawn,2026-01-03T14:21:43Z,2026-05-31T23:59:59Z
STG-00126209,APP-0059587,review,1,2025-12-27,2025-12-28,,2025-12-28T18:07:29Z,2026-05-31T23:59:59Z
STG-00126210,APP-0059587,screen,2,2025-12-28,2026-01-03,,2026-01-03T19:22:44Z,2026-05-31T23:59:59Z
STG-00126211,APP-0059587,assessment,3,2026-01-03,2026-01-15,rejected,2026-01-15T12:50:26Z,2026-05-31T23:59:59Z
STG-00126212,APP-0059588,review,1,2025-12-27,2025-12-30,,2025-12-30T17:01:28Z,2026-05-31T23:59:59Z
STG-00126213,APP-0059588,screen,2,2025-12-30,2026-01-03,,2026-01-03T10:49:34Z,2026-05-31T23:59:59Z
STG-00126214,APP-0059588,assessment,3,2026-01-03,2026-01-05,,2026-01-05T10:28:45Z,2026-05-31T23:59:59Z
STG-00126215,APP-0059588,interview,4,2026-01-05,2026-01-13,,2026-01-13T14:39:07Z,2026-05-31T23:59:59Z
STG-00126216,APP-0059588,offer,5,2026-01-13,2026-01-21,,2026-01-21T15:28:49Z,2026-05-31T23:59:59Z
STG-00126217,APP-0059589,review,1,2025-12-27,2026-01-02,,2026-01-02T18:01:11Z,2026-05-31T23:59:59Z
STG-00126218,APP-0059589,screen,2,2026-01-02,2026-01-04,,2026-01-04T08:04:06Z,2026-05-31T23:59:59Z
STG-00126219,APP-0059589,assessment,3,2026-01-04,2026-01-10,,2026-01-10T18:27:44Z,2026-05-31T23:59:59Z
STG-00126220,APP-0059589,interview,4,2026-01-10,2026-01-20,rejected,2026-01-20T08:47:03Z,2026-05-31T23:59:59Z
STG-00126221,APP-0059590,review,1,2025-12-27,2026-01-03,,2026-01-03T14:50:57Z,2026-05-31T23:59:59Z
STG-00126222,APP-0059590,screen,2,2026-01-03,2026-01-08,,2026-01-08T11:00:59Z,2026-05-31T23:59:59Z
STG-00126223,APP-0059590,assessment,3,2026-01-08,2026-01-16,,2026-01-16T16:05:17Z,2026-05-31T23:59:59Z
STG-00126224,APP-0059590,interview,4,2026-01-16,2026-01-21,rejected,2026-01-21T11:11:26Z,2026-05-31T23:59:59Z
STG-00126225,APP-0059591,review,1,2025-12-27,2026-01-05,,2026-01-05T15:55:52Z,2026-05-31T23:59:59Z
STG-00126226,APP-0059591,screen,2,2026-01-05,2026-01-10,,2026-01-10T15:27:46Z,2026-05-31T23:59:59Z
STG-00126227,APP-0059591,assessment,3,2026-01-10,2026-01-13,withdrawn,2026-01-13T14:22:28Z,2026-05-31T23:59:59Z
STG-00126228,APP-0059592,review,1,2025-12-27,2025-12-31,,2025-12-31T17:12:21Z,2026-05-31T23:59:59Z
STG-00126229,APP-0059592,screen,2,2025-12-31,2026-01-10,rejected,2026-01-10T14:05:23Z,2026-05-31T23:59:59Z
STG-00126230,APP-0059593,review,1,2025-12-27,2025-12-29,,2025-12-29T16:12:54Z,2026-05-31T23:59:59Z
STG-00126231,APP-0059593,screen,2,2025-12-29,2026-01-04,rejected,2026-01-04T14:48:48Z,2026-05-31T23:59:59Z
STG-00126232,APP-0059594,review,1,2025-12-27,2026-01-06,withdrawn,2026-01-06T09:21:46Z,2026-05-31T23:59:59Z
STG-00126233,APP-0059595,review,1,2025-12-27,2026-01-04,,2026-01-04T11:30:04Z,2026-05-31T23:59:59Z
STG-00126234,APP-0059595,screen,2,2026-01-04,2026-01-06,rejected,2026-01-06T11:37:03Z,2026-05-31T23:59:59Z
STG-00126235,APP-0059596,review,1,2025-12-27,2025-12-30,,2025-12-30T16:21:29Z,2026-05-31T23:59:59Z
STG-00126236,APP-0059596,screen,2,2025-12-30,2026-01-01,,2026-01-01T13:20:51Z,2026-05-31T23:59:59Z
STG-00126237,APP-0059596,assessment,3,2026-01-01,2026-01-04,rejected,2026-01-04T16:47:33Z,2026-05-31T23:59:59Z
STG-00126238,APP-0059597,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T16:11:32Z,2026-05-31T23:59:59Z
STG-00126239,APP-0059598,review,1,2025-12-27,2025-12-27,rejected,2025-12-27T08:03:46Z,2026-05-31T23:59:59Z
STG-00126240,APP-0059599,review,1,2025-12-27,2025-12-29,,2025-12-29T12:45:53Z,2026-05-31T23:59:59Z
STG-00126241,APP-0059599,screen,2,2025-12-29,2026-01-02,rejected,2026-01-02T12:44:07Z,2026-05-31T23:59:59Z
STG-00126242,APP-0059600,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T10:36:29Z,2026-05-31T23:59:59Z
STG-00126243,APP-0059601,review,1,2025-12-27,2026-01-01,,2026-01-01T11:32:11Z,2026-05-31T23:59:59Z
STG-00126244,APP-0059601,screen,2,2026-01-01,2026-01-05,,2026-01-05T11:45:28Z,2026-05-31T23:59:59Z
STG-00126245,APP-0059601,assessment,3,2026-01-05,2026-01-10,withdrawn,2026-01-10T14:17:50Z,2026-05-31T23:59:59Z
STG-00126246,APP-0059602,review,1,2025-12-27,2025-12-31,,2025-12-31T10:04:36Z,2026-05-31T23:59:59Z
STG-00126247,APP-0059602,screen,2,2025-12-31,2026-01-06,,2026-01-06T12:57:06Z,2026-05-31T23:59:59Z
STG-00126248,APP-0059602,assessment,3,2026-01-06,2026-01-11,,2026-01-11T10:58:59Z,2026-05-31T23:59:59Z
STG-00126249,APP-0059602,interview,4,2026-01-11,2026-01-15,,2026-01-15T19:17:57Z,2026-05-31T23:59:59Z
STG-00126250,APP-0059602,offer,5,2026-01-15,2026-01-17,offer_declined,2026-01-17T08:46:56Z,2026-05-31T23:59:59Z
STG-00126251,APP-0059603,review,1,2025-12-27,2026-01-01,,2026-01-01T16:12:06Z,2026-05-31T23:59:59Z
STG-00126252,APP-0059603,screen,2,2026-01-01,2026-01-05,,2026-01-05T08:54:04Z,2026-05-31T23:59:59Z
STG-00126253,APP-0059603,assessment,3,2026-01-05,2026-01-12,rejected,2026-01-12T12:44:42Z,2026-05-31T23:59:59Z
STG-00126254,APP-0059604,review,1,2025-12-27,2025-12-31,rejected,2025-12-31T19:18:49Z,2026-05-31T23:59:59Z
STG-00126255,APP-0059605,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T12:46:07Z,2026-05-31T23:59:59Z
STG-00126256,APP-0059606,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T13:21:57Z,2026-05-31T23:59:59Z
STG-00126257,APP-0059607,review,1,2025-12-27,2026-01-02,rejected,2026-01-02T14:37:23Z,2026-05-31T23:59:59Z
STG-00126258,APP-0059608,review,1,2025-12-27,2026-01-02,rejected,2026-01-02T19:49:06Z,2026-05-31T23:59:59Z
STG-00126259,APP-0059609,review,1,2025-12-27,2026-01-01,rejected,2026-01-01T10:45:56Z,2026-05-31T23:59:59Z
STG-00126260,APP-0059610,review,1,2025-12-27,2025-12-29,,2025-12-29T09:38:11Z,2026-05-31T23:59:59Z
STG-00126261,APP-0059610,screen,2,2025-12-29,2026-01-07,,2026-01-07T17:37:25Z,2026-05-31T23:59:59Z
STG-00126262,APP-0059610,assessment,3,2026-01-07,2026-01-13,,2026-01-13T13:16:31Z,2026-05-31T23:59:59Z
STG-00126263,APP-0059610,interview,4,2026-01-13,2026-01-16,,2026-01-16T16:25:29Z,2026-05-31T23:59:59Z
STG-00126264,APP-0059610,offer,5,2026-01-16,2026-01-22,,2026-01-22T17:37:30Z,2026-05-31T23:59:59Z
STG-00126265,APP-0059611,review,1,2025-12-27,2026-01-01,,2026-01-01T18:09:16Z,2026-05-31T23:59:59Z
STG-00126266,APP-0059611,screen,2,2026-01-01,2026-01-07,rejected,2026-01-07T17:55:02Z,2026-05-31T23:59:59Z
STG-00126267,APP-0059612,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T09:02:24Z,2026-05-31T23:59:59Z
STG-00126268,APP-0059613,review,1,2025-12-27,2025-12-29,,2025-12-29T09:51:45Z,2026-05-31T23:59:59Z
STG-00126269,APP-0059613,screen,2,2025-12-29,2026-01-27,,2026-01-27T11:15:51Z,2026-05-31T23:59:59Z
STG-00126270,APP-0059613,assessment,3,2026-01-27,2026-01-29,withdrawn,2026-01-29T13:39:14Z,2026-05-31T23:59:59Z
STG-00126271,APP-0059614,review,1,2025-12-27,2026-01-03,rejected,2026-01-03T14:10:28Z,2026-05-31T23:59:59Z
STG-00126272,APP-0059615,review,1,2025-12-27,2026-01-02,rejected,2026-01-02T15:02:06Z,2026-05-31T23:59:59Z
STG-00126273,APP-0059616,review,1,2025-12-27,2026-01-02,rejected,2026-01-02T15:15:04Z,2026-05-31T23:59:59Z
STG-00126274,APP-0059617,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T09:10:51Z,2026-05-31T23:59:59Z
STG-00126275,APP-0059618,review,1,2025-12-27,2026-01-01,rejected,2026-01-01T09:42:37Z,2026-05-31T23:59:59Z
STG-00126276,APP-0059619,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T12:40:23Z,2026-05-31T23:59:59Z
STG-00126277,APP-0059620,review,1,2025-12-27,2025-12-29,rejected,2025-12-29T08:19:45Z,2026-05-31T23:59:59Z
STG-00126278,APP-0059621,review,1,2025-12-27,2026-01-13,rejected,2026-01-13T11:58:40Z,2026-05-31T23:59:59Z
STG-00126279,APP-0059622,review,1,2025-12-27,2026-01-02,rejected,2026-01-02T08:21:58Z,2026-05-31T23:59:59Z
STG-00126280,APP-0059623,review,1,2025-12-27,2025-12-30,,2025-12-30T18:43:25Z,2026-05-31T23:59:59Z
STG-00126281,APP-0059623,screen,2,2025-12-30,2026-01-06,,2026-01-06T19:33:47Z,2026-05-31T23:59:59Z
STG-00126282,APP-0059623,assessment,3,2026-01-06,2026-01-10,,2026-01-10T17:56:49Z,2026-05-31T23:59:59Z
STG-00126283,APP-0059623,interview,4,2026-01-10,2026-01-28,,2026-01-28T17:11:19Z,2026-05-31T23:59:59Z
STG-00126284,APP-0059623,offer,5,2026-01-28,2026-01-30,,2026-01-30T09:31:00Z,2026-05-31T23:59:59Z
STG-00126285,APP-0059624,review,1,2025-12-27,2026-01-03,rejected,2026-01-03T14:25:06Z,2026-05-31T23:59:59Z
STG-00126286,APP-0059625,review,1,2025-12-27,2025-12-29,rejected,2025-12-29T16:06:16Z,2026-05-31T23:59:59Z
STG-00126287,APP-0059626,review,1,2025-12-27,2025-12-28,,2025-12-28T17:26:06Z,2026-05-31T23:59:59Z
STG-00126288,APP-0059626,screen,2,2025-12-28,2026-01-02,,2026-01-02T18:10:07Z,2026-05-31T23:59:59Z
STG-00126289,APP-0059626,assessment,3,2026-01-02,2026-01-06,rejected,2026-01-06T13:34:33Z,2026-05-31T23:59:59Z
STG-00126290,APP-0059627,review,1,2025-12-27,2026-01-01,rejected,2026-01-01T11:36:44Z,2026-05-31T23:59:59Z
STG-00126291,APP-0059628,review,1,2025-12-27,2026-01-01,,2026-01-01T08:43:06Z,2026-05-31T23:59:59Z
STG-00126292,APP-0059628,screen,2,2026-01-01,2026-01-04,,2026-01-04T19:38:08Z,2026-05-31T23:59:59Z
STG-00126293,APP-0059628,assessment,3,2026-01-04,2026-01-07,,2026-01-07T10:36:38Z,2026-05-31T23:59:59Z
STG-00126294,APP-0059628,interview,4,2026-01-07,2026-02-14,rejected,2026-02-14T14:45:41Z,2026-05-31T23:59:59Z
STG-00126295,APP-0059629,review,1,2025-12-27,2026-01-04,withdrawn,2026-01-04T09:45:39Z,2026-05-31T23:59:59Z
STG-00126296,APP-0059630,review,1,2025-12-27,2025-12-31,withdrawn,2025-12-31T11:36:25Z,2026-05-31T23:59:59Z
STG-00126297,APP-0059631,review,1,2025-12-27,2026-01-01,,2026-01-01T10:30:07Z,2026-05-31T23:59:59Z
STG-00126298,APP-0059631,screen,2,2026-01-01,2026-01-09,,2026-01-09T18:25:02Z,2026-05-31T23:59:59Z
STG-00126299,APP-0059631,assessment,3,2026-01-09,2026-01-18,rejected,2026-01-18T19:38:16Z,2026-05-31T23:59:59Z
STG-00126300,APP-0059632,review,1,2025-12-27,2025-12-29,rejected,2025-12-29T10:23:46Z,2026-05-31T23:59:59Z
STG-00126301,APP-0059633,review,1,2025-12-27,2026-01-05,rejected,2026-01-05T13:20:36Z,2026-05-31T23:59:59Z
STG-00126302,APP-0059634,review,1,2025-12-27,2025-12-29,,2025-12-29T17:56:46Z,2026-05-31T23:59:59Z
STG-00126303,APP-0059634,screen,2,2025-12-29,2026-01-03,,2026-01-03T09:13:44Z,2026-05-31T23:59:59Z
STG-00126304,APP-0059634,assessment,3,2026-01-03,2026-01-11,,2026-01-11T16:26:19Z,2026-05-31T23:59:59Z
STG-00126305,APP-0059634,interview,4,2026-01-11,2026-01-18,,2026-01-18T17:17:49Z,2026-05-31T23:59:59Z
STG-00126306,APP-0059634,offer,5,2026-01-18,2026-01-20,,2026-01-20T18:35:51Z,2026-05-31T23:59:59Z
STG-00126307,APP-0059635,review,1,2025-12-27,2025-12-29,withdrawn,2025-12-29T17:49:05Z,2026-05-31T23:59:59Z
STG-00126308,APP-0059636,review,1,2025-12-27,2025-12-29,withdrawn,2025-12-29T10:58:08Z,2026-05-31T23:59:59Z
STG-00126309,APP-0059637,review,1,2025-12-27,2026-01-03,,2026-01-03T18:03:02Z,2026-05-31T23:59:59Z
STG-00126310,APP-0059637,screen,2,2026-01-03,2026-01-08,,2026-01-08T14:46:11Z,2026-05-31T23:59:59Z
STG-00126311,APP-0059637,assessment,3,2026-01-08,2026-01-30,,2026-01-30T15:16:53Z,2026-05-31T23:59:59Z
STG-00126312,APP-0059637,interview,4,2026-01-30,2026-02-03,rejected,2026-02-03T13:14:07Z,2026-05-31T23:59:59Z
STG-00126313,APP-0059638,review,1,2025-12-27,2026-01-03,,2026-01-03T18:36:57Z,2026-05-31T23:59:59Z
STG-00126314,APP-0059638,screen,2,2026-01-03,2026-01-16,,2026-01-16T08:27:22Z,2026-05-31T23:59:59Z
STG-00126315,APP-0059638,assessment,3,2026-01-16,2026-01-26,,2026-01-26T13:02:52Z,2026-05-31T23:59:59Z
STG-00126316,APP-0059638,interview,4,2026-01-26,2026-02-04,rejected,2026-02-04T08:04:22Z,2026-05-31T23:59:59Z
STG-00126317,APP-0059639,review,1,2025-12-27,2025-12-31,,2025-12-31T15:33:36Z,2026-05-31T23:59:59Z
STG-00126318,APP-0059639,screen,2,2025-12-31,2026-01-07,,2026-01-07T19:58:57Z,2026-05-31T23:59:59Z
STG-00126319,APP-0059639,assessment,3,2026-01-07,2026-01-12,,2026-01-12T15:04:55Z,2026-05-31T23:59:59Z
STG-00126320,APP-0059639,interview,4,2026-01-12,2026-01-15,rejected,2026-01-15T16:18:56Z,2026-05-31T23:59:59Z
STG-00126321,APP-0059640,review,1,2025-12-27,2025-12-31,rejected,2025-12-31T10:47:02Z,2026-05-31T23:59:59Z
STG-00126322,APP-0059641,review,1,2025-12-27,2025-12-29,,2025-12-29T13:09:48Z,2026-05-31T23:59:59Z
STG-00126323,APP-0059641,screen,2,2025-12-29,2026-01-02,,2026-01-02T11:10:02Z,2026-05-31T23:59:59Z
STG-00126324,APP-0059641,assessment,3,2026-01-02,2026-01-10,rejected,2026-01-10T08:27:21Z,2026-05-31T23:59:59Z
STG-00126325,APP-0059642,review,1,2025-12-27,2026-01-02,rejected,2026-01-02T08:15:59Z,2026-05-31T23:59:59Z
STG-00126326,APP-0059643,review,1,2025-12-27,2025-12-31,rejected,2025-12-31T13:32:53Z,2026-05-31T23:59:59Z
STG-00126327,APP-0059644,review,1,2025-12-27,2026-01-01,rejected,2026-01-01T12:03:31Z,2026-05-31T23:59:59Z
STG-00126328,APP-0059645,review,1,2025-12-27,2025-12-29,rejected,2025-12-29T17:15:46Z,2026-05-31T23:59:59Z
STG-00126329,APP-0059646,review,1,2025-12-27,2025-12-28,,2025-12-28T16:12:04Z,2026-05-31T23:59:59Z
STG-00126330,APP-0059646,screen,2,2025-12-28,2026-01-04,rejected,2026-01-04T12:09:21Z,2026-05-31T23:59:59Z
STG-00126331,APP-0059647,review,1,2025-12-27,2026-01-03,rejected,2026-01-03T10:20:23Z,2026-05-31T23:59:59Z
STG-00126332,APP-0059648,review,1,2025-12-27,2025-12-31,,2025-12-31T16:27:09Z,2026-05-31T23:59:59Z
STG-00126333,APP-0059648,screen,2,2025-12-31,2026-01-03,,2026-01-03T13:38:19Z,2026-05-31T23:59:59Z
STG-00126334,APP-0059648,assessment,3,2026-01-03,2026-01-11,rejected,2026-01-11T15:56:24Z,2026-05-31T23:59:59Z
STG-00126335,APP-0059649,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T13:38:06Z,2026-05-31T23:59:59Z
STG-00126336,APP-0059650,review,1,2025-12-27,2026-01-01,withdrawn,2026-01-01T11:01:24Z,2026-05-31T23:59:59Z
STG-00126337,APP-0059651,review,1,2025-12-27,2025-12-29,rejected,2025-12-29T14:53:06Z,2026-05-31T23:59:59Z
STG-00126338,APP-0059652,review,1,2025-12-27,2025-12-29,withdrawn,2025-12-29T18:17:39Z,2026-05-31T23:59:59Z
STG-00126339,APP-0059653,review,1,2025-12-27,2025-12-30,,2025-12-30T08:07:49Z,2026-05-31T23:59:59Z
STG-00126340,APP-0059653,screen,2,2025-12-30,2026-01-05,,2026-01-05T14:29:10Z,2026-05-31T23:59:59Z
STG-00126341,APP-0059653,assessment,3,2026-01-05,2026-01-11,,2026-01-11T19:23:12Z,2026-05-31T23:59:59Z
STG-00126342,APP-0059653,interview,4,2026-01-11,2026-01-14,,2026-01-14T11:28:26Z,2026-05-31T23:59:59Z
STG-00126343,APP-0059653,offer,5,2026-01-14,2026-01-17,,2026-01-17T12:48:12Z,2026-05-31T23:59:59Z
STG-00126344,APP-0059654,review,1,2025-12-27,2026-01-03,,2026-01-03T10:52:31Z,2026-05-31T23:59:59Z
STG-00126345,APP-0059654,screen,2,2026-01-03,2026-01-12,,2026-01-12T13:00:41Z,2026-05-31T23:59:59Z
STG-00126346,APP-0059654,assessment,3,2026-01-12,2026-01-26,rejected,2026-01-26T14:32:35Z,2026-05-31T23:59:59Z
STG-00126347,APP-0059655,review,1,2025-12-27,2025-12-31,rejected,2025-12-31T12:29:09Z,2026-05-31T23:59:59Z
STG-00126348,APP-0059656,review,1,2025-12-27,2025-12-31,rejected,2025-12-31T14:31:32Z,2026-05-31T23:59:59Z
STG-00126349,APP-0059657,review,1,2025-12-27,2025-12-30,,2025-12-30T14:09:22Z,2026-05-31T23:59:59Z
STG-00126350,APP-0059657,screen,2,2025-12-30,2026-01-07,,2026-01-07T15:26:47Z,2026-05-31T23:59:59Z
STG-00126351,APP-0059657,assessment,3,2026-01-07,2026-01-13,,2026-01-13T17:54:41Z,2026-05-31T23:59:59Z
STG-00126352,APP-0059657,interview,4,2026-01-13,2026-01-19,rejected,2026-01-19T10:10:35Z,2026-05-31T23:59:59Z
STG-00126353,APP-0059658,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T13:36:13Z,2026-05-31T23:59:59Z
STG-00126354,APP-0059659,review,1,2025-12-27,2026-01-01,,2026-01-01T18:01:18Z,2026-05-31T23:59:59Z
STG-00126355,APP-0059659,screen,2,2026-01-01,2026-01-08,,2026-01-08T11:53:28Z,2026-05-31T23:59:59Z
STG-00126356,APP-0059659,assessment,3,2026-01-08,2026-01-16,,2026-01-16T12:53:22Z,2026-05-31T23:59:59Z
STG-00126357,APP-0059659,interview,4,2026-01-16,2026-01-24,withdrawn,2026-01-24T19:05:56Z,2026-05-31T23:59:59Z
STG-00126358,APP-0059660,review,1,2025-12-27,2026-01-07,rejected,2026-01-07T14:40:05Z,2026-05-31T23:59:59Z
STG-00126359,APP-0059661,review,1,2025-12-27,2026-01-02,rejected,2026-01-02T14:18:59Z,2026-05-31T23:59:59Z
STG-00126360,APP-0059662,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T10:14:12Z,2026-05-31T23:59:59Z
STG-00126361,APP-0059663,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T18:37:22Z,2026-05-31T23:59:59Z
STG-00126362,APP-0059664,review,1,2025-12-27,2026-01-02,rejected,2026-01-02T14:41:28Z,2026-05-31T23:59:59Z
STG-00126363,APP-0059665,review,1,2025-12-27,2025-12-31,withdrawn,2025-12-31T10:46:38Z,2026-05-31T23:59:59Z
STG-00126364,APP-0059666,review,1,2025-12-27,2025-12-31,withdrawn,2025-12-31T09:49:33Z,2026-05-31T23:59:59Z
STG-00126365,APP-0059667,review,1,2025-12-27,2025-12-31,,2025-12-31T17:25:15Z,2026-05-31T23:59:59Z
STG-00126366,APP-0059667,screen,2,2025-12-31,2026-01-05,,2026-01-05T16:43:45Z,2026-05-31T23:59:59Z
STG-00126367,APP-0059667,assessment,3,2026-01-05,2026-01-07,rejected,2026-01-07T19:27:19Z,2026-05-31T23:59:59Z
STG-00126368,APP-0059668,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T10:39:02Z,2026-05-31T23:59:59Z
STG-00126369,APP-0059669,review,1,2025-12-27,2025-12-30,rejected,2025-12-30T14:06:08Z,2026-05-31T23:59:59Z
STG-00126370,APP-0059670,review,1,2025-12-28,2026-01-02,rejected,2026-01-02T14:39:49Z,2026-05-31T23:59:59Z
STG-00126371,APP-0059671,review,1,2025-12-28,2025-12-31,rejected,2025-12-31T14:45:55Z,2026-05-31T23:59:59Z
STG-00126372,APP-0059672,review,1,2025-12-28,2026-01-03,,2026-01-03T09:23:37Z,2026-05-31T23:59:59Z
STG-00126373,APP-0059672,screen,2,2026-01-03,2026-01-10,rejected,2026-01-10T16:39:43Z,2026-05-31T23:59:59Z
STG-00126374,APP-0059673,review,1,2025-12-28,2026-01-04,withdrawn,2026-01-04T08:26:20Z,2026-05-31T23:59:59Z
STG-00126375,APP-0059674,review,1,2025-12-28,2026-01-01,rejected,2026-01-01T13:55:06Z,2026-05-31T23:59:59Z
STG-00126376,APP-0059675,review,1,2025-12-28,2025-12-29,rejected,2025-12-29T11:04:32Z,2026-05-31T23:59:59Z
STG-00126377,APP-0059676,review,1,2025-12-28,2025-12-31,,2025-12-31T19:09:10Z,2026-05-31T23:59:59Z
STG-00126378,APP-0059676,screen,2,2025-12-31,2026-01-16,,2026-01-16T14:48:39Z,2026-05-31T23:59:59Z
STG-00126379,APP-0059676,assessment,3,2026-01-16,2026-01-20,,2026-01-20T09:09:37Z,2026-05-31T23:59:59Z
STG-00126380,APP-0059676,interview,4,2026-01-20,2026-01-27,rejected,2026-01-27T14:15:22Z,2026-05-31T23:59:59Z
STG-00126381,APP-0059677,review,1,2025-12-28,2025-12-31,rejected,2025-12-31T08:01:48Z,2026-05-31T23:59:59Z
STG-00126382,APP-0059678,review,1,2025-12-28,2025-12-31,,2025-12-31T18:49:58Z,2026-05-31T23:59:59Z
STG-00126383,APP-0059678,screen,2,2025-12-31,2026-01-03,,2026-01-03T18:28:16Z,2026-05-31T23:59:59Z
STG-00126384,APP-0059678,assessment,3,2026-01-03,2026-01-08,withdrawn,2026-01-08T08:38:59Z,2026-05-31T23:59:59Z
STG-00126385,APP-0059679,review,1,2025-12-28,2025-12-30,rejected,2025-12-30T13:09:09Z,2026-05-31T23:59:59Z
STG-00126386,APP-0059680,review,1,2025-12-28,2026-01-01,rejected,2026-01-01T14:23:11Z,2026-05-31T23:59:59Z
STG-00126387,APP-0059681,review,1,2025-12-28,2025-12-30,,2025-12-30T10:46:49Z,2026-05-31T23:59:59Z
STG-00126388,APP-0059681,screen,2,2025-12-30,2026-01-08,,2026-01-08T09:07:20Z,2026-05-31T23:59:59Z
STG-00126389,APP-0059681,assessment,3,2026-01-08,2026-01-17,,2026-01-17T19:50:54Z,2026-05-31T23:59:59Z
STG-00126390,APP-0059681,interview,4,2026-01-17,2026-01-22,,2026-01-22T12:05:15Z,2026-05-31T23:59:59Z
STG-00126391,APP-0059681,offer,5,2026-01-22,2026-01-26,offer_declined,2026-01-26T16:14:37Z,2026-05-31T23:59:59Z
STG-00126392,APP-0059682,review,1,2025-12-28,2026-01-06,rejected,2026-01-06T08:55:51Z,2026-05-31T23:59:59Z
STG-00126393,APP-0059683,review,1,2025-12-28,2026-01-03,,2026-01-03T11:29:05Z,2026-05-31T23:59:59Z
STG-00126394,APP-0059683,screen,2,2026-01-03,2026-01-10,rejected,2026-01-10T13:29:06Z,2026-05-31T23:59:59Z
STG-00126395,APP-0059684,review,1,2025-12-28,2026-01-02,,2026-01-02T08:54:12Z,2026-05-31T23:59:59Z
STG-00126396,APP-0059684,screen,2,2026-01-02,2026-01-13,,2026-01-13T16:56:46Z,2026-05-31T23:59:59Z
STG-00126397,APP-0059684,assessment,3,2026-01-13,2026-01-18,,2026-01-18T08:47:20Z,2026-05-31T23:59:59Z
STG-00126398,APP-0059684,interview,4,2026-01-18,2026-02-20,rejected,2026-02-20T12:40:41Z,2026-05-31T23:59:59Z
STG-00126399,APP-0059685,review,1,2025-12-28,2026-01-04,,2026-01-04T10:36:15Z,2026-05-31T23:59:59Z
STG-00126400,APP-0059685,screen,2,2026-01-04,2026-01-14,,2026-01-14T19:12:55Z,2026-05-31T23:59:59Z
STG-00126401,APP-0059685,assessment,3,2026-01-14,2026-01-28,rejected,2026-01-28T10:14:57Z,2026-05-31T23:59:59Z
STG-00126402,APP-0059686,review,1,2025-12-28,2026-01-01,rejected,2026-01-01T11:00:43Z,2026-05-31T23:59:59Z
STG-00126403,APP-0059687,review,1,2025-12-28,2026-01-04,rejected,2026-01-04T15:20:45Z,2026-05-31T23:59:59Z
STG-00126404,APP-0059688,review,1,2025-12-28,2025-12-31,rejected,2025-12-31T10:30:06Z,2026-05-31T23:59:59Z
STG-00126405,APP-0059689,review,1,2025-12-28,2025-12-31,rejected,2025-12-31T16:56:24Z,2026-05-31T23:59:59Z
STG-00126406,APP-0059690,review,1,2025-12-28,2025-12-30,rejected,2025-12-30T14:46:26Z,2026-05-31T23:59:59Z
STG-00126407,APP-0059691,review,1,2025-12-28,2025-12-29,,2025-12-29T09:53:24Z,2026-05-31T23:59:59Z
STG-00126408,APP-0059691,screen,2,2025-12-29,2026-01-02,,2026-01-02T11:49:25Z,2026-05-31T23:59:59Z
